"27966","0203295599","80","Other","27964","DIT","27966"
"27967","0203295900","80","Other","27960","DIT","27967"
"27968","0203299000","80","Other","27953","DIT","27968"
"27969","0204000000","80","Meat of sheep or goats, fresh, chilled or frozen","27809","DIT","27969"
"27970","0204100000","80","Carcases and half-carcases of lamb, fresh or chilled","27969","DIT","27970"
"27971","0204100010","80","Of domestic lamb","27970","DIT","27971"
"27972","0204100090","80","Other","27970","DIT","27972"
"27973","0204210000","10","Other meat of sheep, fresh or chilled","27969","DIT","27973"
"27974","0204210000","80","Carcases and half-carcases","27973","DIT","27974"
"27975","0204210010","80","Of domestic sheep","27974","DIT","27975"
"27976","0204210090","80","Other","27974","DIT","27976"
"27977","0204220000","80","Other cuts with bone in","27973","DIT","27977"
"27978","0204221000","80","Short forequarters","27977","DIT","27978"
"27979","0204221010","80","Of domestic sheep","27978","DIT","27979"
"27980","0204221090","80","Other","27978","DIT","27980"
"27981","0204223000","80","Chines and/or best ends","27977","DIT","27981"
"27982","0204223010","80","Of domestic sheep","27981","DIT","27982"
"27983","0204223090","80","Other","27981","DIT","27983"
"27984","0204225000","80","Legs","27977","DIT","27984"
