"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
"4149","32708","1602491100","20","Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin","1972-01-01","#NA","32707","1602491100","10"
"4150","32709","1602491100","80","Loins (excluding collars) and cuts thereof, including mixtures of loins or hams","1972-01-01","#NA","32708","1602491100","20"
"4151","32710","1602491300","80","Collars and cuts thereof, including mixtures of collars and shoulders","1972-01-01","#NA","32708","1602491100","20"
"4152","32711","1602491500","80","Other mixtures containing hams (legs), shoulders, loins or collars, and cuts thereof","1972-01-01","#NA","32708","1602491100","20"
"4153","32712","1602491900","80","Other","1972-01-01","#NA","32708","1602491100","20"
"4154","89484","1602491910","80","Pork neck, dried in air, seasoned or not, whole, in pieces or thinly sliced","2008-01-01","#NA","32712","1602491900","80"
"4155","105177","1602491920","80","Canned pork luncheon meat; Pork floss","2019-11-21","#NA","32712","1602491900","80"
"4156","89494","1602491990","80","Other","2008-01-01","#NA","32712","1602491900","80"
"4157","32713","1602493000","80","Containing by weight 40 % or more but less than 80 % of meat or meat offal, of any kind, including fats of any kind or origin","1972-01-01","#NA","32707","1602491100","10"
"4158","32714","1602495000","80","Containing by weight less than 40 % of meat or meat offal, of any kind, including fats of any kind or origin","1972-01-01","#NA","32707","1602491100","10"
"4159","32715","1602499000","80","Other","1972-01-01","#NA","32706","1602490000","80"
"4160","32716","1602500000","80","Of bovine animals","1972-01-01","#NA","32674","1602000000","80"
"4161","32717","1602501000","80","Uncooked; mixtures of cooked meat or offal and uncooked meat or offal","1972-01-01","#NA","32716","1602500000","80"
"4162","105192","1602501010","80","Canned beef luncheon meat; Samosa of grounded beef","2019-11-21","#NA","32717","1602501000","80"
"4163","105200","1602501090","80","Other","2019-11-21","#NA","32717","1602501000","80"
"4164","32718","1602503100","10","Other","1993-01-01","#NA","32716","1602500000","80"
"4165","32720","1602503100","80","Corned beef, in airtight containers","1993-01-01","#NA","32718","1602503100","10"
"4166","89234","1602509500","80","Other","2008-01-01","#NA","32718","1602503100","10"
"4167","105193","1602509510","80","Canned beef luncheon meat; Samosa of grounded beef","2019-11-21","#NA","89234","1602509500","80"
"4168","105201","1602509590","80","Other","2019-11-21","#NA","89234","1602509500","80"
"4169","32730","1602900000","80","Other, including preparations of blood of any animal","1972-01-01","#NA","32674","1602000000","80"
"4170","32731","1602901000","80","Preparations of blood of any animal","1972-01-01","#NA","32730","1602900000","80"
"4171","32734","1602903100","10","Other","1972-01-01","#NA","32730","1602900000","80"
"4172","32735","1602903100","80","Of game or rabbit","1972-01-01","#NA","32734","1602903100","10"
"4173","32738","1602905100","10","Other","1972-01-01","#NA","32734","1602903100","10"
"4174","32739","1602905100","80","Containing meat or meat offal of domestic swine","1972-01-01","#NA","32738","1602905100","10"
"4175","32740","1602906100","10","Other","1972-01-01","#NA","32738","1602905100","10"
"4176","32741","1602906100","20","Containing bovine meat or offal","1972-01-01","#NA","32740","1602906100","10"
"4177","32742","1602906100","80","Uncooked; mixtures of cooked meat or offal and uncooked meat or offal","1972-01-01","#NA","32741","1602906100","20"
"4178","32743","1602906900","80","Other","1972-01-01","#NA","32741","1602906100","20"
"4179","94725","1602909100","10","Other","2012-01-01","#NA","32740","1602906100","10"
"4180","94726","1602909100","80","Of sheep","2012-01-01","#NA","94725","1602909100","10"
"4181","94727","1602909500","80","Of goats","2012-01-01","#NA","94725","1602909100","10"
"4182","89244","1602909900","80","Other","2008-01-01","#NA","94725","1602909100","10"
"4183","32753","1603000000","80","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates","1972-01-01","#NA","32656","1600000000","80"
"4184","32754","1603001000","80","In immediate packings of a net content of 1|kg or less","1972-01-01","#NA","32753","1603000000","80"
"4185","105163","1603001010","80","Bottled essence of chicken series","2019-11-21","#NA","32754","1603001000","80"
"4186","105162","1603001090","80","Other","2019-11-21","#NA","32754","1603001000","80"
"4187","72144","1603008000","80","Other","2001-01-01","#NA","32753","1603000000","80"
"4188","32761","1604000000","80","Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs","1972-01-01","#NA","32656","1600000000","80"
"4189","32762","1604110000","10","Fish, whole or in pieces, but not minced","1972-01-01","#NA","32761","1604000000","80"
"4190","32763","1604110000","80","Salmon","1972-01-01","#NA","32762","1604110000","10"
"4191","32766","1604110030","80","Atlantic salmon (Salmo salar)","1992-01-01","#NA","32763","1604110000","80"
"4192","32767","1604110090","80","Other","1972-01-01","#NA","32763","1604110000","80"
"4193","32768","1604120000","80","Herring","1972-01-01","#NA","32762","1604110000","10"
"4194","32769","1604121000","80","Fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen","1972-01-01","#NA","32768","1604120000","80"
"4195","32775","1604129100","10","Other","1994-01-01","#NA","32768","1604120000","80"
"4196","32776","1604129100","80","In airtight containers","1994-01-01","#NA","32775","1604129100","10"
"4197","99277","1604129111","10","Of the species Clupea harengus","2015-08-01","2021-04-30","32776","1604129100","80"
"4198","99272","1604129111","80","Spiced and/or vinegar-cured, in brine","2015-08-01","2021-04-30","99277","1604129111","10"
"4199","99276","1604129119","80","Other","2015-08-01","#NA","99277","1604129111","10"
"4200","99274","1604129191","10","Other","2015-08-01","2021-04-30","32776","1604129100","80"
"4201","99273","1604129191","80","Spiced and/or vinegar-cured, in brine","2015-08-01","2021-04-30","99274","1604129191","10"
"4202","99275","1604129199","80","Other","2015-08-01","#NA","99274","1604129191","10"
"4203","32777","1604129900","80","Other","1994-01-01","#NA","32775","1604129100","10"
"4204","105791","1604129916","10","Spiced and/or vinegar-cured, in brine","2021-01-01","#NA","32777","1604129900","80"
"4205","105793","1604129916","80","Preserved in barrels of at least 70 kg net drained weight, for processing","2021-01-01","#NA","105791","1604129916","10"
"4206","105792","1604129918","80","Other","2021-01-01","2021-04-30","105791","1604129916","10"
"4207","93561","1604129920","80","Of the species Clupea harengus","2011-02-01","#NA","32777","1604129900","80"
"4208","70022","1604129990","80","Other","1998-04-01","#NA","32777","1604129900","80"
"4209","32778","1604130000","80","Sardines, sardinella and brisling or sprats","1972-01-01","#NA","32762","1604110000","10"
"4210","32782","1604131100","10","Sardines","1993-01-01","#NA","32778","1604130000","80"
"4211","32783","1604131100","80","In olive oil","1993-01-01","#NA","32782","1604131100","10"
"4212","66968","1604131120","80","Of the species Sardina pilchardus","1997-01-01","#NA","32783","1604131100","80"
"4213","32787","1604131190","80","Other","1993-01-01","#NA","32783","1604131100","80"
"4214","32788","1604131900","80","Other","1993-01-01","#NA","32782","1604131100","10"
"4215","66969","1604131920","80","Of the species Sardina pilchardus","1997-01-01","#NA","32788","1604131900","80"
"4216","32792","1604131990","80","Other","1993-01-01","#NA","32788","1604131900","80"
"4217","32793","1604139000","80","Other","1972-01-01","#NA","32778","1604130000","80"
"4218","32794","1604139010","80","Fillets, raw, merely coated with batter or breadcrumbs, whether or not prefried in oil, deepfrozen","1972-01-01","#NA","32793","1604139000","80"
"4219","32795","1604139091","10","Other","1972-01-01","#NA","32793","1604139000","80"
"4220","58472","1604139091","20","Brisling or sprats (Sprattus sprattus)","1995-01-01","#NA","32795","1604139091","10"
"4221","32796","1604139091","80","In airtight cans","1972-01-01","#NA","58472","1604139091","20"
"4222","58473","1604139092","80","Other","1995-01-01","#NA","58472","1604139091","20"
"4223","32797","1604139099","80","Other","1972-01-01","#NA","32795","1604139091","10"
"4224","32798","1604140000","80","Tuna, skipjack and bonito (Sarda spp.)","1972-01-01","#NA","32762","1604110000","10"
"4225","98920","1604142100","10","Tuna and skipjack","2015-01-01","#NA","32798","1604140000","80"
"4226","98921","1604142100","20","Skipjack","2015-01-01","#NA","98920","1604142100","10"
"4227","98922","1604142100","80","In vegetable oil","2015-01-01","#NA","98921","1604142100","20"
"4228","98923","1604142600","10","Other","2015-01-01","#NA","98921","1604142100","20"
"4229","98924","1604142600","80","Fillets known as 'loins'","2015-01-01","#NA","98923","1604142600","10"
"4230","98952","1604142610","80","For processing","2015-01-01","#NA","98924","1604142600","80"
"4231","98954","1604142690","80","Other","2015-01-01","#NA","98924","1604142600","80"
"4232","98925","1604142800","80","Other","2015-01-01","#NA","98923","1604142600","10"
"4233","98926","1604143100","10","Yellowfin tuna (Thunnus albacares)","2015-01-01","#NA","98920","1604142100","10"
"4234","98927","1604143100","80","In vegetable oil","2015-01-01","#NA","98926","1604143100","10"
"4235","103193","1604143110","80","Fillets known as 'loins'","2017-06-10","#NA","98927","1604143100","80"
"4236","103194","1604143190","80","Other","2017-06-10","#NA","98927","1604143100","80"
"4237","98928","1604143600","10","Other","2015-01-01","#NA","98926","1604143100","10"
"4238","98929","1604143600","80","Fillets known as 'loins'","2015-01-01","#NA","98928","1604143600","10"
"4239","98953","1604143610","80","For processing","2015-01-01","#NA","98929","1604143600","80"
"4240","98955","1604143690","80","Other","2015-01-01","#NA","98929","1604143600","80"
"4241","98934","1604143800","80","Other","2015-01-01","#NA","98928","1604143600","10"
"4242","98935","1604144100","10","Other","2015-01-01","#NA","98920","1604142100","10"
"4243","98936","1604144100","80","In vegetable oil","2015-01-01","#NA","98935","1604144100","10"
"4244","98940","1604144110","80","Bluefin tunas (Thunnus thynnus)","2015-01-01","#NA","98936","1604144100","80"
"4245","98941","1604144120","80","Atlantic bigeye tuna (Thunnus obesus)","2015-01-01","#NA","98936","1604144100","80"
"4246","102894","1604144130","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","98936","1604144100","80"
"4247","98942","1604144190","80","Other","2015-01-01","#NA","98936","1604144100","80"
"4248","98937","1604144600","10","Other","2015-01-01","#NA","98935","1604144100","10"
"4249","98938","1604144600","80","Fillets known as 'loins'","2015-01-01","#NA","98937","1604144600","10"
"4250","98943","1604144611","10","of Bluefin tunas (thunnus thynnus)","2015-01-01","#NA","98938","1604144600","80"
"4251","98944","1604144611","80","For processing","2015-01-01","#NA","98943","1604144611","10"
"4252","98945","1604144619","80","Other","2015-01-01","#NA","98943","1604144611","10"
"4253","98946","1604144621","10","Of Atlantic bigeye tuna (Thunnus obesus)","2015-01-01","#NA","98938","1604144600","80"
"4254","98947","1604144621","80","For processing","2015-01-01","#NA","98946","1604144621","10"
"4255","98948","1604144629","80","Other","2015-01-01","#NA","98946","1604144621","10"
"4256","103203","1604144692","10","Other","2016-10-10","#NA","98938","1604144600","80"
"4257","103204","1604144692","20","For processing","2016-10-10","#NA","103203","1604144692","10"
"4258","102897","1604144692","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","103204","1604144692","20"
"4259","103205","1604144694","80","Other","2016-10-10","#NA","103204","1604144692","20"
"4260","103206","1604144697","10","Other","2016-10-10","#NA","103203","1604144692","10"
"4261","102896","1604144697","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","103206","1604144697","10"
"4262","98951","1604144699","80","Other","2015-01-01","#NA","103206","1604144697","10"
"4263","98939","1604144800","80","Other","2015-01-01","#NA","98937","1604144600","10"
"4264","98956","1604144810","80","Bluefin tunas (Thunnus thynnus)","2015-01-01","#NA","98939","1604144800","80"
"4265","98959","1604144820","80","Atlantic bigeye tuna (Thunnus obesus)","2015-01-01","#NA","98939","1604144800","80"
"4266","102898","1604144830","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","98939","1604144800","80"
"4267","98958","1604144890","80","Other","2015-01-01","#NA","98939","1604144800","80"
"4268","32824","1604149000","80","Bonito (Sarda spp.)","1972-01-01","#NA","32798","1604140000","80"
"4269","32825","1604150000","80","Mackerel","1972-01-01","#NA","32762","1604110000","10"
"4270","32829","1604151100","10","Of the species Scomber scombrus and Scomber japonicus","1993-01-01","#NA","32825","1604150000","80"
"4271","32830","1604151100","80","Fillets","1993-01-01","#NA","32829","1604151100","10"
"4272","93554","1604151110","80","Of the species Scomber scombrus","2011-02-01","#NA","32830","1604151100","80"
"4273","93555","1604151190","80","Of the species Scomber japonicus","2011-02-01","#NA","32830","1604151100","80"
"4274","32833","1604151900","80","Other","1993-01-01","#NA","32829","1604151100","10"
"4275","93557","1604151910","80","Of the species Scomber scombrus","2011-02-01","#NA","32833","1604151900","80"
"4276","93558","1604151990","80","Of the species Scomber japonicus","2011-02-01","#NA","32833","1604151900","80"
"4277","32836","1604159000","80","Of the species Scomber australasicus","1972-01-01","#NA","32825","1604150000","80"
"4278","32839","1604160000","80","Anchovies","1972-01-01","#NA","32762","1604110000","10"
"4279","105175","1604160010","80","Spicy crispy anchovies (sambal ikan bilis) made of anchovies, onion, chilli paste, tamarind, belachan, brown sugar, and salt","2019-11-21","#NA","32839","1604160000","80"
"4280","105176","1604160090","80","Other","2019-11-21","#NA","32839","1604160000","80"
"4281","94728","1604170000","80","Eels","2012-01-01","#NA","32762","1604110000","10"
"4282","100975","1604180000","80","Shark fins","2017-01-01","#NA","32762","1604110000","10"
"4283","32840","1604190000","80","Other","1972-01-01","#NA","32762","1604110000","10"
"4284","32841","1604191000","80","Salmonidae, other than salmon","1972-01-01","#NA","32840","1604190000","80"
"4285","32842","1604191010","80","Trout (Oncorhynchus mykiss)","1992-01-01","#NA","32841","1604191000","80"
"4286","32843","1604191090","80","Other","1992-01-01","#NA","32841","1604191000","80"
"4287","32847","1604193100","10","Fish of the genus Euthynnus, other than skipjack (Euthynnus (Katsuwonus) pelamis)","1994-01-01","#NA","32840","1604190000","80"
"4288","32848","1604193100","80","Fillets known as 'loins'","1994-01-01","#NA","32847","1604193100","10"
"4289","32851","1604193900","80","Other","1994-01-01","#NA","32847","1604193100","10"
"4290","32854","1604195000","80","Fish of the species Orcynopsis unicolor","1972-01-01","#NA","32840","1604190000","80"
"4291","32855","1604199100","10","Other","1972-01-01","#NA","32840","1604190000","80"
"4292","32856","1604199100","80","Fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen","1972-01-01","#NA","32855","1604199100","10"
"4293","72352","1604199130","80","Of swordfish (Xiphias gladius)","2000-10-11","#NA","32856","1604199100","80"
"4294","32860","1604199190","80","Other","1994-05-24","#NA","32856","1604199100","80"
"4295","32861","1604199200","10","Other","1993-01-01","#NA","32855","1604199100","10"
"4296","32862","1604199200","80","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","1993-01-01","#NA","32861","1604199200","10"
"4297","32863","1604199300","80","Coalfish (Pollachius virens)","1993-01-01","#NA","32861","1604199200","10"
"4298","32864","1604199310","80","Preserved smoked coalfish","1993-01-01","#NA","32863","1604199300","80"
"4299","32865","1604199390","80","Other","1993-01-01","#NA","32863","1604199300","80"
"4300","32866","1604199400","80","Hake (Merluccius spp., Urophycis spp.)","1993-01-01","#NA","32861","1604199200","10"
"4301","32867","1604199500","80","Alaska pollock (Theragra chalcogramma) and pollack (Pollachius pollachius)","1993-01-01","#NA","32861","1604199200","10"
"4302","94729","1604199700","80","Other","2012-01-01","#NA","32861","1604199200","10"
"4303","94730","1604199720","80","Swordfish (Xiphias gladius)","2012-01-01","#NA","94729","1604199700","80"
"4304","94731","1604199730","80","Mackerel (Scomber colias)","2012-01-01","#NA","94729","1604199700","80"
"4305","94732","1604199740","80","Frigate tuna, Frigate mackerel (Auxis thazard, Auxis rochei)","2012-01-01","#NA","94729","1604199700","80"
"4306","94733","1604199790","80","Other","2012-01-01","#NA","94729","1604199700","80"
"4307","32872","1604200000","80","Other prepared or preserved fish","1972-01-01","#NA","32761","1604000000","80"
"4308","32873","1604200500","80","Preparations of surimi","1994-01-01","#NA","32872","1604200000","80"
"4309","32874","1604201000","10","Other","1994-01-01","#NA","32872","1604200000","80"
"4310","32875","1604201000","80","Of salmon","1972-01-01","#NA","32874","1604201000","10"
"4311","105204","1604201005","80","Curry fish balls made of fish meat, curry, wheat starch, salt, sugar, and compound condiments; Four colour rolls made of fish meat, crab stick, seaweed, beancurd skin, vegetable oil, sugar, salt, potato starch, monosodium glutamate and seasonings","2019-11-21","#NA","32875","1604201000","80"
"4312","32878","1604201030","80","Atlantic salmon (Salmo salar)","1992-01-01","#NA","32875","1604201000","80"
"4313","32880","1604201090","80","Other","1972-01-01","#NA","32875","1604201000","80"
"4314","32881","1604203000","80","Of Salmonidae, other than salmon","1972-01-01","#NA","32874","1604201000","10"
"4315","105205","1604203005","80","Curry fish balls made of fish meat, curry, wheat starch, salt, sugar, and compound condiments; Four colour rolls made of fish meat, crab stick, seaweed, beancurd skin, vegetable oil, sugar, salt, potato starch, monosodium glutamate and seasonings","2019-11-21","#NA","32881","1604203000","80"
"4316","32882","1604203010","80","Trout (Oncorhynchus mykiss)","1992-01-01","#NA","32881","1604203000","80"
"4317","32883","1604203090","80","Other","1992-01-01","#NA","32881","1604203000","80"
"4318","32884","1604204000","80","Of anchovies","1972-01-01","#NA","32874","1604201000","10"
"4319","105208","1604204005","80","Curry fish balls made of fish meat, curry, wheat starch, salt, sugar, and compound condiments; Four colour rolls made of fish meat, crab stick, seaweed, beancurd skin, vegetable oil, sugar, salt, potato starch, monosodium glutamate and seasonings","2019-11-21","#NA","32884","1604204000","80"
"4320","105209","1604204090","80","Other","2019-11-21","#NA","32884","1604204000","80"
"4321","32885","1604205000","80","Of sardines, bonito, mackerel of the species Scomber scombrus and Scomber japonicus, fish of the species Orcynopsis unicolor","1972-01-01","#NA","32874","1604201000","10"
"4322","105206","1604205005","80","Curry fish balls made of fish meat, curry, wheat starch, salt, sugar, and compound condiments; Four colour rolls made of fish meat, crab stick, seaweed, beancurd skin, vegetable oil, sugar, salt, potato starch, monosodium glutamate and seasonings","2019-11-21","#NA","32885","1604205000","80"
"4323","66970","1604205010","10","Of sardines","1997-01-01","#NA","32885","1604205000","80"
"4324","66971","1604205010","80","Of the species Sardina pilchardus","1997-01-01","#NA","66970","1604205010","10"
"4325","32892","1604205019","80","Other","1972-01-01","#NA","66970","1604205010","10"
"4326","74420","1604205030","80","Of bonito (Sarda s.p.p.)","2001-07-01","#NA","32885","1604205000","80"
"4327","32895","1604205040","80","Of mackerel of the species Scomber scombrus","1992-01-01","#NA","32885","1604205000","80"
"4328","32896","1604205050","80","Of mackerel of the species Scomber japonicus","1993-05-01","#NA","32885","1604205000","80"
"4329","32897","1604205090","80","Other","1972-01-01","#NA","32885","1604205000","80"
"4330","32898","1604207000","80","Of tuna, skipjack or other fish of the genus Euthynnus","1972-01-01","#NA","32874","1604201000","10"
"4331","70181","1604207030","10","of Bluefin tunas (thunnus thynnus)","1998-07-14","#NA","32898","1604207000","80"
"4332","70192","1604207030","80","Preserved","1998-07-14","#NA","70181","1604207030","10"
"4333","70194","1604207035","80","Other","1998-07-14","#NA","70181","1604207030","10"
"4334","74321","1604207040","10","Of Atlantic bigeye tuna (Thunnus obesus)","2001-07-01","#NA","32898","1604207000","80"
"4335","74322","1604207040","80","Preserved","2001-07-01","#NA","74321","1604207040","10"
"4336","74323","1604207045","80","Other","2001-07-01","#NA","74321","1604207040","10"
"4337","98075","1604207050","10","Skipjack (Katsuwonus pelamis)","2013-04-01","#NA","32898","1604207000","80"
"4338","98073","1604207050","80","Preserved","2013-04-01","#NA","98075","1604207050","10"
"4339","98074","1604207055","80","Other","2013-04-01","#NA","98075","1604207050","10"
"4340","103207","1604207092","10","Other","2016-10-10","#NA","32898","1604207000","80"
"4341","103208","1604207092","20","Preserved","2016-10-10","#NA","103207","1604207092","10"
"4342","102899","1604207092","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","103208","1604207092","20"
"4343","103209","1604207094","80","Other","2016-10-10","#NA","103208","1604207092","20"
"4344","103210","1604207097","10","Other","2016-10-10","#NA","103207","1604207092","10"
"4345","102900","1604207097","80","Albacore tuna (Thunnus alalunga)","2016-10-10","#NA","103210","1604207097","10"
"4346","70196","1604207099","80","Other","1998-07-14","#NA","103210","1604207097","10"
"4347","32903","1604209000","80","Of other fish","1972-01-01","#NA","32874","1604201000","10"
"4348","105207","1604209005","80","Curry fish balls made of fish meat, curry, wheat starch, salt, sugar, and compound condiments; Four colour rolls made of fish meat, crab stick, seaweed, beancurd skin, vegetable oil, sugar, salt, potato starch, monosodium glutamate and seasonings","2019-11-21","#NA","32903","1604209000","80"
"4349","93621","1604209011","10","Of herring","2011-02-01","#NA","32903","1604209000","80"
"4350","93622","1604209011","80","Of the species Clupea harengus","2011-02-01","#NA","93621","1604209011","10"
"4351","93623","1604209019","80","Other","2011-02-01","#NA","93621","1604209011","10"
"4352","32905","1604209020","80","Preserved smoked coalfish","1972-01-01","#NA","32903","1604209000","80"
"4353","58478","1604209030","10","Brisling or sprats (Sprattus sprattus)","1995-01-01","#NA","32903","1604209000","80"
"4354","32906","1604209030","80","In airtight cans","1972-01-01","#NA","58478","1604209030","10"
"4355","58491","1604209035","80","Οther","1995-01-01","#NA","58478","1604209030","10"
"4356","32907","1604209040","80","of mackerel (Scomber australasicus)","1994-01-01","#NA","32903","1604209000","80"
"4357","58490","1604209050","80","Lamprey","1995-01-01","#NA","32903","1604209000","80"
"4358","72370","1604209060","80","Swordfish (Xiphias gladius)","2000-10-11","#NA","32903","1604209000","80"
"4359","32908","1604209090","80","Other","1972-01-01","#NA","32903","1604209000","80"
"4360","95302","1604310000","10","Caviar and caviar substitutes","2012-01-01","#NA","32761","1604000000","80"
"4361","94734","1604310000","80","Caviar","2012-01-01","#NA","95302","1604310000","10"
"4362","94735","1604320000","80","Caviar substitutes","2012-01-01","#NA","95302","1604310000","10"
"4363","32914","1605000000","80","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved","1972-01-01","#NA","32656","1600000000","80"
"4364","32915","1605100000","80","Crab","1972-01-01","#NA","32914","1605000000","80"
"4365","105210","1605100005","80","Crab balls made of wheat starch, salt, sugar, compound condiments, crab meat and filling","2019-11-21","#NA","32915","1605100000","80"
"4366","103512","1605100011","10","In airtight cans","2017-09-21","#NA","32915","1605100000","80"
"4367","103513","1605100011","80","Cancer pagurus","2017-09-21","#NA","103512","1605100011","10"
"4368","105864","1605100031","80","Other","2021-01-01","#NA","103512","1605100011","10"
"4369","103515","1605100091","10","Other","2017-09-21","#NA","32915","1605100000","80"
"4370","103516","1605100091","80","Cancer pagurus","2017-09-21","#NA","103515","1605100091","10"
"4371","105865","1605100096","80","Other","2021-01-01","#NA","103515","1605100091","10"
"4372","94742","1605210000","10","Shrimps and prawns","2012-01-01","#NA","32914","1605000000","80"
"4373","94743","1605210000","80","Not in airtight containers","2012-01-01","#NA","94742","1605210000","10"
"4374","94744","1605211000","80","In immediate packings of a net content not exceeding 2 kg","2012-01-01","#NA","94743","1605210000","80"
"4375","105211","1605211005","80","Hargow made of prawn, wheat starch, tapioca, water, scallion, ginger, sugar, and salt; Shaomai made of prawn predominantly, chicken, corn starch, vegetable oil, black pepper, sesame oil, and water; Fried prawn wonton made of prawn, salt, oil, sugar, ginger, pepper, egg, vinegar, and soy sauce","2019-11-21","#NA","94744","1605211000","80"
"4376","94745","1605211020","10","Of the ""Crangon"" variety","2012-01-01","#NA","94744","1605211000","80"
"4377","94746","1605211020","80","shelled and frozen","2012-01-01","#NA","94745","1605211020","10"
"4378","94747","1605211030","80","Other","2012-01-01","#NA","94745","1605211020","10"
"4379","94748","1605211040","80","Shrimps and prawns of the species Pandalus borealis, shelled, boiled and frozen, but not otherwise prepared","2012-01-01","#NA","94744","1605211000","80"
"4380","98487","1605211050","80","Shrimps and prawns of the species Pandalus montagui, shelled, boiled and frozen, but not otherwise prepared","2014-01-01","#NA","94744","1605211000","80"
"4381","94749","1605211091","10","Other","2012-01-01","#NA","94744","1605211000","80"
"4382","94750","1605211091","20","Shelled","2012-01-01","#NA","94749","1605211091","10"
"4383","94751","1605211091","80","Frozen","2012-01-01","#NA","94750","1605211091","20"
"4384","94752","1605211096","80","Other","2012-01-01","#NA","94750","1605211091","20"
"4385","94753","1605211099","80","Other","2012-01-01","#NA","94749","1605211091","10"
"4386","94754","1605219000","80","Other","2012-01-01","#NA","94743","1605210000","80"
"4387","105212","1605219005","80","Hargow made of prawn, wheat starch, tapioca, water, scallion, ginger, sugar, and salt; Shaomai made of prawn predominantly, chicken, corn starch, vegetable oil, black pepper, sesame oil, and water; Fried prawn wonton made of prawn, salt, oil, sugar, ginger, pepper, egg, vinegar, and soy sauce","2019-11-21","#NA","94754","1605219000","80"
"4388","94755","1605219020","10","Of the ""Crangon"" variety","2012-01-01","#NA","94754","1605219000","80"
"4389","94756","1605219020","80","shelled and frozen","2012-01-01","#NA","94755","1605219020","10"
"4390","94757","1605219030","80","Other","2012-01-01","#NA","94755","1605219020","10"
"4391","94758","1605219040","10","Shrimps and prawns of the species Pandalus borealis","2012-01-01","#NA","94754","1605219000","80"
"4392","94759","1605219040","80","shelled, boiled and frozen, but not otherwise prepared","2012-01-01","#NA","94758","1605219040","10"
"4393","94760","1605219045","80","cooked and peeled for processing","2012-01-01","#NA","94758","1605219040","10"
"4394","94761","1605219049","80","Other","2012-01-01","#NA","94758","1605219040","10"
"4395","96543","1605219055","10","Shrimps and prawns of the species Pandalus jordani","2013-01-01","#NA","94754","1605219000","80"
"4396","96544","1605219055","80","Cooked and peeled for processing","2013-01-01","#NA","96543","1605219055","10"
"4397","100361","1605219057","10","Other","2016-09-01","#NA","96543","1605219055","10"
"4398","100362","1605219057","80","Frozen","2016-09-01","#NA","100361","1605219057","10"
"4399","100363","1605219058","80","Other","2016-09-01","#NA","100361","1605219057","10"
"4400","98488","1605219060","10","Shrimps and prawns of the species Pandalus montagui","2014-01-01","#NA","94754","1605219000","80"
"4401","98489","1605219060","80","shelled, boiled and frozen, but not otherwise prepared","2014-01-01","#NA","98488","1605219060","10"
"4402","99846","1605219062","80","cooked and peeled for processing","2016-01-01","#NA","98488","1605219060","10"
"4403","98490","1605219065","80","Other","2014-01-01","#NA","98488","1605219060","10"
"4404","94762","1605219091","10","Other","2012-01-01","#NA","94754","1605219000","80"
"4405","94763","1605219091","20","Shelled","2012-01-01","#NA","94762","1605219091","10"
"4406","94764","1605219091","80","Frozen","2012-01-01","#NA","94763","1605219091","20"
"4407","94765","1605219096","80","Other","2012-01-01","#NA","94763","1605219091","20"
"4408","94766","1605219099","80","Other","2012-01-01","#NA","94762","1605219091","10"
"4409","94767","1605290000","80","Other","2012-01-01","#NA","94742","1605210000","10"
"4410","105213","1605290005","80","Hargow made of prawn, wheat starch, tapioca, water, scallion, ginger, sugar, and salt; Shaomai made of prawn predominantly, chicken, corn starch, vegetable oil, black pepper, sesame oil, and water; Fried prawn wonton made of prawn, salt, oil, sugar, ginger, pepper, egg, vinegar, and soy sauce","2019-11-21","#NA","94767","1605290000","80"
"4411","94768","1605290020","10","Of the ""Crangon"" variety","2012-01-01","#NA","94767","1605290000","80"
"4412","94769","1605290020","80","shelled and frozen","2012-01-01","#NA","94768","1605290020","10"
"4413","94770","1605290030","80","Other","2012-01-01","#NA","94768","1605290020","10"
"4414","94771","1605290040","80","Shrimps and prawns of the species Pandalus borealis, shelled, boiled and frozen, but not otherwise prepared","2012-01-01","#NA","94767","1605290000","80"
"4415","98491","1605290045","80","Shrimps and prawns of the species Pandalus montagui, shelled, boiled and frozen, but not otherwise prepared","2014-01-01","#NA","94767","1605290000","80"
"4416","94772","1605290050","80","Shrimps and prawns of the species Pandalus borealis, cooked and peeled for processing","2012-01-01","#NA","94767","1605290000","80"
"4417","98492","1605290055","80","Shrimps and prawns of the species Pandalus montagui, cooked and peeled for processing","2014-01-01","#NA","94767","1605290000","80"
"4418","96546","1605290060","80","Shrimps and prawns of the species Pandalus jordani, cooked and peeled for processing","2013-01-01","#NA","94767","1605290000","80"
"4419","94773","1605290091","10","Other","2012-01-01","#NA","94767","1605290000","80"
"4420","94774","1605290091","20","Shelled","2012-01-01","#NA","94773","1605290091","10"
"4421","94775","1605290091","80","Frozen","2012-01-01","#NA","94774","1605290091","20"
